feature,importance
embed_95,0.0019635049875876527
embed_19,0.001905754937094951
embed_31,0.0018986304145475912
embed_73,0.0018841345871668587
embed_79,0.0018127149366674652
embed_36,0.0017939607647777264
embed_23,0.0017751844246536644
embed_58,0.0017204768167600835
word_count,0.0017101256227186105
embed_52,0.0017011652330857169
embed_37,0.0016988787674828672
embed_80,0.001690439309938595
embed_38,0.0016005637693773706
embed_56,0.001561187193360093
embed_32,0.0014946503994015543
embed_57,0.0014634740708121068
subjectivity,0.0013693953194605494
embed_7,0.0013346099383514548
embed_77,0.0013164869439040734
embed_78,0.0013150242839423227
embed_82,0.0013144597476415368
embed_61,0.0012992575998420483
embed_89,0.0012721382252417826
embed_94,0.0012655658083500843
embed_25,0.0012632254167869016
embed_68,0.001235645164408281
embed_70,0.0012331923511847021
embed_13,0.0012270973680635726
embed_98,0.001210714499857008
embed_6,0.0012084623055819586
char_count,0.0012051709845295464
embed_63,0.0011253427607142027
embed_34,0.0011123351847507595
embed_11,0.0010996776621825966
polarity,0.0010892308672623924
embed_9,0.0010651527657957014
embed_55,0.0010623580245982386
negative_words,0.0010416884958258153
embed_51,0.0010163150148893845
embed_20,0.0009988608807292817
embed_0,0.0009954827566828073
avg_word_length,0.0009909160714363513
embed_43,0.0009840332978380264
embed_88,0.0009713324157085893
positive_words,0.0009517812420015345
embed_53,0.0009226466797142693
embed_5,0.0008869883658191342
embed_3,0.0008802902936427508
embed_30,0.0008401849898455941
embed_27,0.0008370106157748245
embed_14,0.0008356566044032837
embed_69,0.0007992860100349582
embed_21,0.0007932606244903397
embed_92,0.0007744776931209751
embed_90,0.000770053535738213
embed_86,0.0007647010710853944
embed_72,0.0007629010765103367
embed_91,0.0007319805302049921
embed_26,0.0007276624091290874
embed_33,0.0007181909939336412
embed_28,0.0007024578734183104
embed_66,0.000700821165658264
embed_50,0.0006926647369137494
embed_47,0.0006877183820198681
embed_49,0.0006835508228799786
embed_18,0.0006821442522143692
embed_65,0.0006406895484362537
embed_16,0.0006399735945398474
embed_29,0.000632088652429113
embed_44,0.0006195774441317998
embed_87,0.0006061725052344264
embed_84,0.0005802108689975825
embed_99,0.0005618947999826196
embed_97,0.0005610846638516493
embed_17,0.0005334986258840432
embed_22,0.000521925648826358
embed_71,0.0005154439177024432
embed_62,0.00043876270281404057
embed_8,0.00043668245613202725
embed_46,0.00043558814435173856
embed_24,0.0004153913756522644
embed_35,0.00038731541999515855
embed_59,0.00037604868303950335
embed_12,0.00037518820449520504
embed_76,0.0003389789030235356
embed_67,0.0002906976744186047
embed_64,0.0002902235769147755
embed_1,0.0002898550724637681
embed_60,0.00028880866425992776
embed_15,0.00025071633237822347
embed_83,0.00021873860736419977
embed_93,0.00021810250817884405
embed_42,0.00019436345966958212
embed_10,0.00014814814814814815
embed_54,0.00014673514306676451
embed_39,0.0001459321415541773
sentiment_ratio,0.00014409221902017292
embed_81,0.0
embed_4,0.0
embed_45,0.0
embed_40,0.0
embed_74,0.0
embed_85,0.0
